doc_id,url,source,language,rights,content_sha256,policy_version,final_stage,decision,reason,cluster_id,kept_id
synthetic-00134,https://fixture.invalid/00134,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00135,https://fixture.invalid/00135,library,en,public-domain,c5ea30f0b723b86e1b91c43e4f0ec53b94cf664b1a19e39e6a1b0860b3ce499b,ch05-transparent-filter-v1,mixture,selected,source-quota,40,synthetic-00135
synthetic-00136,https://fixture.invalid/00136,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00137,https://fixture.invalid/00137,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00138,https://fixture.invalid/00138,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00139,https://fixture.invalid/00139,community,en,permission,c4edf61b9a3f9f7fd1636d71881e11d52b45f003118b6c8228a47d799689b13e,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,41,synthetic-00139
synthetic-00140,https://fixture.invalid/00140,reference,en,licensed,9fba98ab3c661512552d526d2d8a9e4f7ef11a00324bf4772a9f2161850941ba,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,42,synthetic-00141
synthetic-00141,https://fixture.invalid/00141,reference,en,licensed,5e5eb1cd9366a9c26a9aef436a2a3489ce8784874af21489417db552455803db,ch05-transparent-filter-v1,mixture,selected,source-quota,42,synthetic-00141
synthetic-00142,https://fixture.invalid/00142,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00143,https://fixture.invalid/00143,web,en,restricted,ee658189dd1de81ac8718a8f9c5b53ff425e9808b9d9b9205dde012694c16028,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00144,https://fixture.invalid/00144,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00145,https://fixture.invalid/00145,library,en,public-domain,23c1cbc7c7cd88e87d13ff2ff75d795fc2dec27d09df37582fcb00a24da59cfb,ch05-transparent-filter-v1,mixture,selected,source-quota,43,synthetic-00145
synthetic-00146,https://fixture.invalid/00146,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00147,https://fixture.invalid/00147,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00148,https://fixture.invalid/00148,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00149,https://fixture.invalid/00149,community,en,permission,1aaa3bde00f8571660d5c16dbbaab392455f35e9131fe5188898f18934214fb9,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,44,synthetic-00149
synthetic-00150,https://fixture.invalid/00150,reference,en,licensed,b7410e7aef58a983febd79b07cbcc9e040ea33fb1ae85e11dc36617d00a723f8,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,45,synthetic-00151
synthetic-00151,https://fixture.invalid/00151,reference,en,licensed,927310e3a2b6103ebf71f7b49b6859364051d08f60c75883ea4878ea89673f0c,ch05-transparent-filter-v1,mixture,selected,source-quota,45,synthetic-00151
synthetic-00152,https://fixture.invalid/00152,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00153,https://fixture.invalid/00153,web,en,restricted,8bbd2d478655f38522424500bf35b9a59b70c0ea0207cadb4e425f3c22284074,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00154,https://fixture.invalid/00154,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00155,https://fixture.invalid/00155,library,en,public-domain,80f2a51a50e78fe3b9c02bfb5c4db91b0d8f3c29a6257cb0fa597d50de842b67,ch05-transparent-filter-v1,mixture,selected,source-quota,46,synthetic-00155
synthetic-00156,https://fixture.invalid/00156,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00157,https://fixture.invalid/00157,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00158,https://fixture.invalid/00158,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00159,https://fixture.invalid/00159,community,en,permission,0b345efdc70fd8312bf4350bab33ce3dab5138f89d5c51b86496f7c2b781173f,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,47,synthetic-00159
synthetic-00160,https://fixture.invalid/00160,reference,en,licensed,6ee648e1f43239087b9e8fe138801480b631ab2811939841239ccae8b919abd6,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,48,synthetic-00161
synthetic-00161,https://fixture.invalid/00161,reference,en,licensed,d8715bed7932f2a42b4573c705b8b58ac59dc4122988bee63b943d443a0055f4,ch05-transparent-filter-v1,mixture,selected,source-quota,48,synthetic-00161
synthetic-00162,https://fixture.invalid/00162,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00163,https://fixture.invalid/00163,web,en,restricted,7b287e7d637748d564736d987ffe5d10fd7d7206f92a832f60a5f13987db093d,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00164,https://fixture.invalid/00164,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00165,https://fixture.invalid/00165,library,en,public-domain,ee29c5823f4992d0212afd42f2958e14d165b911078aff2cb39e5e6cda50f6e8,ch05-transparent-filter-v1,mixture,selected,source-quota,49,synthetic-00165
synthetic-00166,https://fixture.invalid/00166,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00167,https://fixture.invalid/00167,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00168,https://fixture.invalid/00168,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00169,https://fixture.invalid/00169,community,en,permission,c3e674c04a34be8ad3148902ac11f92a6310ad8d71d451b692779517e1647c33,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,50,synthetic-00169
synthetic-00170,https://fixture.invalid/00170,reference,en,licensed,5f3f781bfed90c61e5abab0f58c6e121112ad52566e0b74826e1dc2c794e272e,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,51,synthetic-00171
synthetic-00171,https://fixture.invalid/00171,reference,en,licensed,6d2f117e57e42b3842543e4c79685751a395a218449bea99a0048908044231c1,ch05-transparent-filter-v1,mixture,selected,source-quota,51,synthetic-00171
synthetic-00172,https://fixture.invalid/00172,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00173,https://fixture.invalid/00173,web,en,restricted,0cfb97a28f0b02d729a7dfc435e9c27fca61ba8380e7eebff5b5fc0e7b6dfb0b,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00174,https://fixture.invalid/00174,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00175,https://fixture.invalid/00175,library,en,public-domain,264ca7d79d5e2a65ed6e143dedc1808f1ef86f39384493f1d4137797fdf573e0,ch05-transparent-filter-v1,mixture,selected,source-quota,52,synthetic-00175
synthetic-00176,https://fixture.invalid/00176,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00177,https://fixture.invalid/00177,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00178,https://fixture.invalid/00178,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00179,https://fixture.invalid/00179,community,en,permission,a3a30a5fe6021abaa6fe22279393d0d845f1ab564b2a930f38a4f9295099e22a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,53,synthetic-00179
synthetic-00180,https://fixture.invalid/00180,reference,en,licensed,bfcf39a01ceb78cac087149feea96d295fdf35351e3223d04b08d56279a24869,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,54,synthetic-00181
synthetic-00181,https://fixture.invalid/00181,reference,en,licensed,768df92537b14a4e9b7f6ebbad3989228c8785c0bd110b63232c9390894d6b37,ch05-transparent-filter-v1,mixture,selected,source-quota,54,synthetic-00181
synthetic-00182,https://fixture.invalid/00182,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00183,https://fixture.invalid/00183,web,en,restricted,a308c3af0b3cb0db693f4badbd905d297a800284331c50928bd4841854b7b282,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00184,https://fixture.invalid/00184,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00185,https://fixture.invalid/00185,library,en,public-domain,2f371c2e4912ec936a7073258ce660c516b60c862b936d9afecc09be4ea26d39,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,55,synthetic-00185
synthetic-00186,https://fixture.invalid/00186,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00187,https://fixture.invalid/00187,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00188,https://fixture.invalid/00188,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00189,https://fixture.invalid/00189,community,en,permission,582aa313036ba374babe8c9ced206001a488ca6168eb3aca2091acfe59822cb4,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,56,synthetic-00189
synthetic-00190,https://fixture.invalid/00190,reference,en,licensed,cda59955b3aae5cd9baeea3f0116c2325e4cd4aaa74954f50ff3bd45c308fd94,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,57,synthetic-00191
synthetic-00191,https://fixture.invalid/00191,reference,en,licensed,36157f000b804335ff559043e9740fe944efa5307f59bcf1050087a43da6dbe0,ch05-transparent-filter-v1,mixture,selected,source-quota,57,synthetic-00191
synthetic-00192,https://fixture.invalid/00192,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00193,https://fixture.invalid/00193,web,en,restricted,83ce5180bd17cae69bef7221a6cb4ee442fcff548df5469a8e59ade301682b5f,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00194,https://fixture.invalid/00194,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00195,https://fixture.invalid/00195,library,en,public-domain,eeceb6180d4f878750d6622d1782b2abf1b4906dfc9d393e175238ad365a0774,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,58,synthetic-00195
synthetic-00196,https://fixture.invalid/00196,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00197,https://fixture.invalid/00197,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00198,https://fixture.invalid/00198,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00199,https://fixture.invalid/00199,community,en,permission,5f6d5618f4efe7655f645452c57236d0d1888b38d0cf718d01375da87ffd3251,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,59,synthetic-00199
synthetic-00200,https://fixture.invalid/00200,reference,en,licensed,9faf378c090dc47b6d066dae7683169192418406dfa44e2dd5415e86e3785b7d,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,60,synthetic-00201
synthetic-00201,https://fixture.invalid/00201,reference,en,licensed,6558bd326f7f57d35a1eeeb4dcd61d9187893afc03693ea1abbc36eec445923e,ch05-transparent-filter-v1,mixture,selected,source-quota,60,synthetic-00201
synthetic-00202,https://fixture.invalid/00202,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00203,https://fixture.invalid/00203,web,en,restricted,b4b5fbc3c4ba53f3edefc7884438a1433d41d70cf8d19630372aaa9ae163ddf6,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00204,https://fixture.invalid/00204,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00205,https://fixture.invalid/00205,library,en,public-domain,dd43983831edd48ada923dde7171fae08bbb396e00ce810fc891fda197191104,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,61,synthetic-00205
synthetic-00206,https://fixture.invalid/00206,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00207,https://fixture.invalid/00207,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00208,https://fixture.invalid/00208,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00209,https://fixture.invalid/00209,community,en,permission,11b3f4d4dbf8bc65afdf33e461f281b5cd0fc2e31b1d13ce9345edc644e1d419,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,62,synthetic-00209
synthetic-00210,https://fixture.invalid/00210,reference,en,licensed,60331473cf7da9dd8d4f79dd4e198fd622e5f432e8a2189a539765a8da74bdbf,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,63,synthetic-00211
synthetic-00211,https://fixture.invalid/00211,reference,en,licensed,648de6d97d76c8e48a328ddce15b2620f6b575e52c28d84b16773528223eaeb6,ch05-transparent-filter-v1,mixture,selected,source-quota,63,synthetic-00211
synthetic-00212,https://fixture.invalid/00212,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00213,https://fixture.invalid/00213,web,en,restricted,7884de92cf7c00260283becf34eb980e747b4ec897865a1091bca2c9432176f0,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00214,https://fixture.invalid/00214,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00215,https://fixture.invalid/00215,library,en,public-domain,c0df67bfd87980c7d35f4d6a961ebe2730ae49ddd673be94ea874fad9dfcbbf9,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,64,synthetic-00215
synthetic-00216,https://fixture.invalid/00216,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00217,https://fixture.invalid/00217,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00218,https://fixture.invalid/00218,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00219,https://fixture.invalid/00219,community,en,permission,457e3f57fed840cd000cdc67a31ad9fe69c3b04837a47444c1a7bd18af001545,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,65,synthetic-00219
synthetic-00220,https://fixture.invalid/00220,reference,en,licensed,f5e305fe70403026d0dc1d63909ba3022eeed4d06947b3a7338257ff0fb5ea23,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,66,synthetic-00221
synthetic-00221,https://fixture.invalid/00221,reference,en,licensed,cc222b49f5df45aa791923ae557591104d17e69c58e6e557a5a410a9d286d946,ch05-transparent-filter-v1,mixture,selected,source-quota,66,synthetic-00221
synthetic-00222,https://fixture.invalid/00222,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00223,https://fixture.invalid/00223,web,en,restricted,dc0f61b44b074649bd7f74e14a33aaf9307119f469950ed3684ff8cb4dedea9e,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00224,https://fixture.invalid/00224,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00225,https://fixture.invalid/00225,library,en,public-domain,dc53bee839eac163b2f25768c8e57043d9a75462f9f727bdef25e9327fdda85d,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,67,synthetic-00225
synthetic-00226,https://fixture.invalid/00226,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00227,https://fixture.invalid/00227,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00228,https://fixture.invalid/00228,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00229,https://fixture.invalid/00229,community,en,permission,6bb58b94f11f0f6f111e71f765127d4aec11425cbf3320c60c2a42bad5e962d4,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,68,synthetic-00229
synthetic-00230,https://fixture.invalid/00230,reference,en,licensed,852159cf62b3f7707ec3f1dd32030ef2063149cf889fedc43f69124b1092c8dd,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,69,synthetic-00231
synthetic-00231,https://fixture.invalid/00231,reference,en,licensed,04934347813d258adbd2abd71a897fb462f642e2644aa983867b579ba5be5452,ch05-transparent-filter-v1,mixture,selected,source-quota,69,synthetic-00231
synthetic-00232,https://fixture.invalid/00232,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00233,https://fixture.invalid/00233,web,en,restricted,5cfcd51d7f06ccb7874a8cb588cefcace3d0add8dfdcdd281162a5eb1591db2c,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00234,https://fixture.invalid/00234,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00235,https://fixture.invalid/00235,library,en,public-domain,03e66e513b25907bf3fd8c157b91cfa6286b76c5d80cda05e3945f7c634f8731,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,70,synthetic-00235
synthetic-00236,https://fixture.invalid/00236,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00237,https://fixture.invalid/00237,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00238,https://fixture.invalid/00238,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00239,https://fixture.invalid/00239,community,en,permission,8080a6d80efde00976fe89540e108f40cb9f1974431d74d8fa66faa41c8bedd3,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,71,synthetic-00239
synthetic-00240,https://fixture.invalid/00240,reference,en,licensed,e4c25f2069e77a4865316a22b98b45571700e6269f861bc95a62d5ac43be31dd,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,72,synthetic-00241
synthetic-00241,https://fixture.invalid/00241,reference,en,licensed,0608b0877f89f6bbf2b2799697556013745e3dc51b028714fa5e6907b0108ab7,ch05-transparent-filter-v1,mixture,selected,source-quota,72,synthetic-00241
synthetic-00242,https://fixture.invalid/00242,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00243,https://fixture.invalid/00243,web,en,restricted,3dac8515086cdefdae9a11da099936dac7d67f700a712f39fc9c3ada8d20608f,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00244,https://fixture.invalid/00244,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00245,https://fixture.invalid/00245,library,en,public-domain,97c7d59308ec21f05ada249ae1b5513feb8b15b3d04cb72de80d709712489550,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,73,synthetic-00245
synthetic-00246,https://fixture.invalid/00246,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00247,https://fixture.invalid/00247,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00248,https://fixture.invalid/00248,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00249,https://fixture.invalid/00249,community,en,permission,9b548c826b7fbc13cc4827eeec21a398783cc7967614d949b73dee06ffaa5275,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,74,synthetic-00249
synthetic-00250,https://fixture.invalid/00250,reference,en,licensed,52ee0cfa52e7b76a3cb2eb69af2bb89cbd93276beeb4ecbd9c547c7b28d81d74,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,75,synthetic-00251
synthetic-00251,https://fixture.invalid/00251,reference,en,licensed,c31783736610935a8941974113d38bfa640bb2d10000e8cbfb34d9c433e08547,ch05-transparent-filter-v1,mixture,selected,source-quota,75,synthetic-00251
synthetic-00252,https://fixture.invalid/00252,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00253,https://fixture.invalid/00253,web,en,restricted,9fc60501f86b6efb70c03c3874e620aea64f844dee089c2b6c5078399d037928,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00254,https://fixture.invalid/00254,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00255,https://fixture.invalid/00255,library,en,public-domain,46a9f04f2f5145212e1e37da9c243462b20d4d179bb32d97a5295fae19358ed0,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,76,synthetic-00255
synthetic-00256,https://fixture.invalid/00256,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00257,https://fixture.invalid/00257,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00258,https://fixture.invalid/00258,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00259,https://fixture.invalid/00259,community,en,permission,995dec14a6908d5d1e4b5b1b9f4d9efe9700b1bb4349528fc51e7068f43327c9,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,77,synthetic-00259
synthetic-00260,https://fixture.invalid/00260,reference,en,licensed,84666a0a33a245bec90f45f5e554bc3d55c5f36a829747214090374bccb152a5,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,78,synthetic-00261
synthetic-00261,https://fixture.invalid/00261,reference,en,licensed,1d7086629cddd6f5abab7302731478a974daac3a79ee065285dcce6f4b2a7f2c,ch05-transparent-filter-v1,mixture,selected,source-quota,78,synthetic-00261
synthetic-00262,https://fixture.invalid/00262,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00263,https://fixture.invalid/00263,web,en,restricted,a959291636103abf93d1d1eb3cfa27310bdcef193faee112469037ab890b5cfb,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00264,https://fixture.invalid/00264,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00265,https://fixture.invalid/00265,library,en,public-domain,99a783b3f6e957c737c730051074978b7664f6c6c0a7c329c16ffefc709f4bb2,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,79,synthetic-00265
synthetic-00266,https://fixture.invalid/00266,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
